Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,AboutMe,Views,UpVotes,DownVotes,ProfileImageUrl,EmailHash,Age,AccountId
"476","302818","2008-08-06 08:15:28","deceze","2016-10-15 21:14:49","http://kunststube.net","Potsdam, Germany","<p>More or less independent web dude washed ashore in Japan.<br>
More or less recently more less than more.<br>
More recently also less Japan and more Europe.</p>

<p>Full-stack developer, most heavily focussed on web development. Has a background in system administration, so ""full-stack"" pretty much starts at putting CPUs on motherboards, via installing and configuring the OS, writing the backend and frontend, to designing the interface. Bread and butter is PHP, current favourite stack is Python, AngularJS and Polymer; has long standing love affair with Haskell, Erlang and others. Likes tweaking nginx configuration files for some reason.</p>

<p>Is writing articles about topics that keep popping up regularly on Stackoverflow but seldom get the treatment they require, like:</p>

<ul>
<li><a href=""http://kunststube.net/encoding/"" rel=""nofollow"">What Every Programmer Absolutely, Positively Needs To Know About Encodings And Character Sets To Work With Text</a></li>
<li><a href=""http://kunststube.net/escapism/"" rel=""nofollow"">The Great Escapism (Or: What You Need To Know To Work With Text Within Text)</a></li>
<li><a href=""http://kunststube.net/isset/"" rel=""nofollow"">The Definitive Guide To PHP's isset And empty</a></li>
<li><a href=""http://kunststube.net/frontback/"" rel=""nofollow"">Handling Unicode Front To Back In A Web App</a></li>
<li><a href=""http://kunststube.net/static/"" rel=""nofollow"">How Not To Kill Your Testability Using Statics</a></li>
</ul>
","33232","9703","22803","","","33","378"
"477","1872","2008-08-06 08:33:20","dalelane","2016-10-14 12:25:52","http://dalelane.co.uk/blog/","England, United Kingdom","<p>Developer for IBM working on Watson</p>
","358","180","24","","","36","379"
"479","4950","2008-08-06 08:37:10","Christopher Mahan","2016-10-14 20:04:54","http://christophermahan.com/","Los Angeles, CA","<p>I code for Bank of America, and they pay me. </p>

<p>I write fiction, poetry at <a href=""http://christophermahan.com/writings/"" rel=""nofollow"">http://christophermahan.com/writings/</a></p>

<p>I also write the poems on twitter.</p>

<p>See me there at <a href=""https://twitter.com/chris_mahan"" rel=""nofollow"">https://twitter.com/chris_mahan</a></p>
","1037","496","34","","","48","380"
"480","276","2008-08-06 08:40:05","mdy","2010-07-15 06:04:07","http://twitter.com/mdy","Asia","Tech addict. Doting aunt. Alto. Email and Twitter junkie. Part-time blogger. Perennial dieter. Erstwhile writer. Quarterly editor.","79","49","0","","","28","381"
"481","2332","2008-08-06 08:40:41","Dragan Panjkov","2016-10-13 14:43:50","http://www.dragan-panjkov.com","Germany","<p><strong>K2/SharePoint consultant</strong><br /><strong>Office 365 MVP</strong><br />#SOReadyToHelp<br /><p><a href=""http://www.dragan-panjkov.com"" rel=""nofollow""><a href=""http://www.dragan-panjkov.com"" rel=""nofollow"">http://www.dragan-panjkov.com</a></a><br /><a href=""http://twitter.com/panjkov"" rel=""nofollow"">@panjkov</a></p></p>
","278","68","0","","","40","382"
"482","730","2008-08-06 08:54:09","Thej","2016-09-26 06:33:12","http://thejeshgn.com","Bangalore, India","<p>geek, blogger, biker, traveler, adventurer , programmer , web developer, photographer
<a href=""http://twitter.com/thej"" rel=""nofollow"" title=""Thej on Twitter"">The @Twitter</a></p>
","345","55","0","","","36","383"
"483","5026","2008-08-06 08:54:52","Nidonocu","2016-10-14 14:51:29","http://www.codeplex.com/amuse","Stafford, United Kingdom","<p>A strange creature that enjoys C# and WPF development, while making inroads in to web dev through PHP and Python, not to mention unhealthy amounts of Halo. One of those rare entities that enjoys both code and UI design.
<br/><br/>
Can also be followed on Twitter.</p>
","347","344","26","","","31","384"
"484","607","2008-08-06 09:04:41","Tim Trueman","2016-10-15 20:14:20","https://twitter.com/timtrueman","New York, United States","<p>Android engineering + design</p>
","136","28","1","","","32","385"
"486","9790","2008-08-06 09:19:11","grom","2016-10-14 02:14:11","http://grom.zeminvaders.net","Australia","Currently working on custom in-house intranet applications written in mostly PHP. Also experienced in Java.","971","167","6","","","34","386"
"487","678","2008-08-06 09:46:18","Nick Masao","2016-10-11 14:09:39","http://www.nickmasao.com","","<p>.NET Software Developer</p>

<p>Twitter - @nickmasao</p>
","148","457","2","","","34","387"
"488","2395","2008-08-06 09:52:47","Anthony Cramp","2016-10-12 07:12:24","http://www.anthonycramp.name","Australia","Semi-literate, semi-shaved, primate.","261","952","10","","","40","388"
"489","7571","2008-08-06 09:59:30","Ch00k","2016-10-14 04:45:00","http://www.wengier.com/","Melbourne, Australia","<p>Coder of things #SOreadytohelp</p>
","597","34","3","","","37","389"
"491","160","2008-08-06 10:06:45","Conrad Halling","2008-08-08 10:04:35","http://sphaerula.com/wordpress/","United States","I am a bioinformatics scientist, marathoner, astronomy buff, Apple fanboy, and reader. I use the following languages regularly, in this order: Perl, R, C, C++. In the past I have used PHP, Z80 assembler, but I've forgotten practically everything I once knew about these. I am a novice with Python, C#, Visual Basic, Java.
","102","0","0","","","","390"
"492","3829","2008-08-06 10:17:26","CAD bloke","2016-10-15 12:33:52","http://www.CADbloke.com","Sydney, Australia","<p>Making: <a href=""http://www.tvcad.tv/"" rel=""nofollow"">tvCAD.tv</a></p>

<p>Making: <a href=""http://www.cadfindreplace.com/"" rel=""nofollow"">CAD find and Replace</a></p>

<p>I design Television Stations and write code to automate that. I used to race small yachts on big oceans...way back when I had time.</p>
","1931","4136","13","","","47","391"
"493","44612","2008-08-06 10:25:05","lomaxx","2016-08-30 01:52:45","http://keypay.com.au","Australia","<p>Co-Founder of KeyPay - Simple, intuitive, cloud-based payroll system for small to medium Australian businesses</p>
","2570","1549","148","","","33","392"
"497","6677","2008-08-06 11:31:57","Chris Bartow","2015-10-23 01:53:55","http://www.chrisbartow.com/","Morristown, NJ","<p>I do web stuff in php/mysql + jQuery.</p>
","380","156","8","","","36","393"
"499","1","2008-08-06 11:34:59","bps","2016-10-13 13:12:07","http://bsmyth.net","Pittsburgh, PA","","412","0","0","","","35","394"
"500","119","2008-08-06 12:03:28","Jason Tennier","2014-06-02 15:27:34","http://supergenius.ca","Canada","","116","7","0","","","38","395"
"501","6968","2008-08-06 12:11:33","Michal Sznajder","2016-10-14 13:46:35","http://none","Poland","Random developer.","504","551","12","","","35","396"
"503","88","2008-08-06 12:17:31","littlecharva","2008-08-13 16:29:58","","","","41","0","0","","","","397"
"504","1003","2008-08-06 12:44:37","Thomas","2016-10-14 13:44:43","","United States","<p>Information technology professional capable of leading projects throughout the full life cycle on tight deadlines in a fast-paced environment.  Strong analytical, programming, and communication skills.  Experience developing business intelligence and web applications for both internal and external customers and integrating them to form cohesive systems.  Strong team member with experience using Agile and Waterfall project methodologies.</p>
","65","75","3","https://i.stack.imgur.com/DZ0Rt.jpg","","38","398"
"506","2595","2008-08-06 12:56:30","Matthew Ruston","2016-10-15 01:26:38","","Sarnia, Canada","<p>Software engineer, DBA, video gamer, dad.</p>
","537","3983","27","","","31","399"
"507","28011","2008-08-06 13:04:33","Joseph Daigle","2016-10-15 18:11:23","http://josephdaigle.me","Atlanta, GA","<p>hacker, husband, father, and poodle owner</p>
","882","473","84","","","31","400"
"509","1006","2008-08-06 13:10:37","SitWalkStand","2016-08-02 17:52:35","http://www.sitwalkstand.net","United States","<p>.NET developer enjoys technology and keeping up with software development</p>
","137","28","0","","","44","401"
"510","12081","2008-08-06 13:19:18","Evan Shaw","2016-10-15 00:59:37","","Overland Park, Kansas United States","<p>I have a history in embedded systems with C and C++, but now work on high performance servers in Go.</p>

<p>I love programming languages and can find something to like just about anywhere. I wish I had more time to spend learning about compilers.</p>
","911","164","9","","","31","402"
"511","177","2008-08-06 13:22:48","krujos","2016-05-08 02:24:05","","St. Paul, MN","","38","83","1","","","37","403"
"512","1186","2008-08-06 13:26:59","Jason Sparks","2014-07-19 16:30:51","http://twitter.com/jsparksman","United States","Rock & roller. Tech dabbler. Information addict.","86","18","3","","","33","404"
"514","2037","2008-08-06 13:59:16","James Hall","2016-10-14 18:46:45","http://imjameshall.com","Atlanta, GA","<ul>
<li>Co-Founder of ImGame <a href=""http://imga.me"" rel=""nofollow"">http://imga.me</a></li>
<li>Tech Lead at 352 Inc - <a href=""http://352inc.com"" rel=""nofollow"">http://352inc.com</a></li>
<li>Formerly Technology Directory at Maxmedia - <a href=""http://maxmedia.com"" rel=""nofollow"">http://maxmedia.com</a></li>
<li>Formerly Associate Dir. Of Technology at AgencyNet Interactive - <a href=""http://www.agencynet.com"" rel=""nofollow"">http://www.agencynet.com</a></li>
</ul>
","390","129","10","https://graph.facebook.com/33001383/picture?type=large","","36","405"
"517","3592","2008-08-06 14:01:37","Adam V","2016-10-14 20:04:44","","Houston, TX","<p>Not much to tell! Professional developer; always looking to learn; huge fan of SO.</p>
","317","453","7","","","36","407"
"518","2901","2008-08-06 14:07:17","Telcontar","2016-10-06 14:18:27","http://www.chema.ya.st","Spain","Java Desktop developer","448","119","6","","","37","408"
"519","1323","2008-08-06 14:09:46","Otto","2012-10-16 18:02:28","http://ottoradke.com","United States","Check out http://ottoradke.com/tags/about for information about me.","110","58","2","","","47","409"
"520","2139","2008-08-06 14:11:47","aceinthehole","2016-10-13 14:55:06","http://www.kevinkinnett.com","Atlanta, GA","<p>I am a software engineer working in Atlanta, GA. My experience is primarily in, but not limited to .Net, C#, ASP.NET, BizTalk, SharePoint, SSIS, MS Sql Server 2005/08, Visual Studio 2005/08/10, javascript, XML, etc.
</p></p>

<p>
I am currently a consultant working on BizTalk and SharePoint projects, as well as custom .Net and ASP.NET apps.
</p>

<p>
If you enjoyed or benifited from any of my questions/answers consider sending me some BitCoins at 1Sb25Aq18igwN29X4qdiBDzyP2VxrkWD3. If you don't know what BitCoins are, check them out at BitCoin.org
</p>

<p></p></p>
","328","102","2","","","33","410"
"521","4088","2008-08-06 14:16:34","palmsey","2016-10-14 21:14:04","","United States","","224","348","2","","","37","411"
"522","1057","2008-08-06 14:24:03","Ed.","2012-08-23 17:57:43","","","","582","152","22","","","95","412"
"525","4542","2008-08-06 14:41:28","pc1oad1etter","2016-09-12 18:23:44","","","","582","131","14","","","","413"
"527","771","2008-08-06 14:44:09","ggasp","2016-10-12 23:55:59","http://gasparolo.com/gabriel","Chile","<p>I'll vote up every answer to my questions!</p>

<p><a href=""http://www.hackernewsers.com/users/ggasp.html"" rel=""nofollow"">http://www.hackernewsers.com/users/ggasp.html</a></p>
","144","134","4","","","43","414"
"528","1151","2008-08-06 14:45:05","Nick Brosnahan","2016-09-19 16:54:05","http://nick.brosnahan.org","Paris, France","<p>Recently, a Software Engineer at Apple.
I used to work on the iCloud account system.</p>
","203","157","5","","","47","415"
"529","548","2008-08-06 14:52:01","guitsaru","2016-10-12 16:53:21","http://relativelyearly.com","United States","","54","7","1","","","28","416"
"533","15707","2008-08-06 15:17:04","Curt Hagenlocher","2016-10-11 19:18:07","http://blogs.msdn.com/curth/","Seattle, WA, US","<p>I'm a programmer at Microsoft working on Power Query.</p>
","861","92","17","","","47","417"
"534","1718","2008-08-06 15:17:19","Stephen Cox","2015-11-19 19:43:28","http://www.stephencox.org","Fort Lauderdale, FL","Mainframe geek learning new ""tricks"".","388","98","6","","","53","418"
"535","2884","2008-08-06 15:28:45","Jay Hofacker","2015-10-31 15:15:06","http://www.linkedin.com/in/jayhofacker","Indianapolis, IN","Microsoft Dynamics AX software consultant at <a href=""http://www.bkdtechnologies.com/AX/"" rel=""nofollow"">BKD Technologies</a>","233","22","1","","","43","419"
"536","35456","2008-08-06 15:30:22","Judah Himango","2016-10-14 21:40:12","http://debuggerdotbreak.wordpress.com","Savage, MN","<p>Web developer, speaker, entrepreneur, startup founder, dad, husband, Jewish follower of Jesus.</p>

<ul>
<li><p>I created Youth Service Network's <a href=""http://ysnmn.org"" rel=""nofollow"">YsnMN</a>. </p>

<p>YsnMN is an awesome project to help homeless youth in Minnesota. I
<a href=""https://debuggerdotbreak.wordpress.com/2015/01/14/show-and-tell-beds-and-services-for-homeless-youth/"" rel=""nofollow"">blogged about it here</a>, and that blog post made it to the <a href=""https://news.ycombinator.com/item?id=8886588"" rel=""nofollow"">front
page of HackerNews</a> - woohooo!)</p></li>
<li>I created <a href=""http://messianicradio.com"" rel=""nofollow"">Chavah</a>, the best Messianic Jewish and Hebrew Roots radio on the web.</li>
<li>I authored <a href=""http://ravendb.net"" rel=""nofollow"">RavenDB's tooling</a>, the HTML5 RavenDB Management Studio.</li>
<li>I built 3M's <a href=""http://3m.com/vas"" rel=""nofollow"">Visual Attention Service</a>.</li>
<li>I'm the creator of <a href=""http://messianicchords.com"" rel=""nofollow"">MessianicChords.com</a>, an ad-free HTML5 site for lyrics and guitar chords to Messianic Jewish music.</li>
<li>I built <a href=""http://etzmitzvot.com"" rel=""nofollow"">EtzMitzvot.com</a>, a fun project visualizing the relationship between commandments in the Hebrew Bible.
<ul>
<li>I'm currently building a startup company, <a href=""http://bitshuva.com"" rel=""nofollow"">BitShuva</a>, around open source internet radio.</li>
</ul></li>
<li>I blog over at <a href=""http://debuggerdotbreak.wordpress.com"" rel=""nofollow"">DebuggerDotBreak</a>. </li>
<li>I help run <a href=""http://twincitiescodecamp.com"" rel=""nofollow"">Twin Cities Code Camp</a>.</li>
<li>I run the oldest Messianic Jewish blog on the web, <a href=""http://judahgabriel.blogspot.com"" rel=""nofollow"">Kineti</a>.</li>
</ul>

<p>My current technological infatuations are <a href=""http://www.typescriptlang.org/"" rel=""nofollow"">TypeScript</a>, <a href=""http://getbootstrap.com"" rel=""nofollow"">Bootstrap</a>, <a href=""http://ravendb.net"" rel=""nofollow"">RavenDB</a>.</p>
","3317","2480","169","","","33","420"
"537","2779","2008-08-06 15:32:33","James Avery","2016-10-12 18:14:44","http://adzerk.com","Raleigh, NC","<p>Founder and CEO of Adzerk (http://adzerk.com). </p>

<p>I am a software developer living in the Raleigh, NC area where I run Adzerk. I also co-founded TekPub and Epic Win Hosting.</p>

<p>I have written a number of books and articles, the most recent being Windows Developer Power Tools for O'Reilly.</p>
","508","159","11","","","37","421"
"538","861","2008-08-06 15:35:43","Eric Lamb","2016-10-12 16:23:12","http://mithra62.com","United States","<p>I live in Los Angeles and am a freelance programmer.</p>
","176","171","16","","","38","422"
"539","894","2008-08-06 15:37:07","Daniel J. Pritchett","2016-10-15 02:59:24","http://dpritchett.net","Memphis, TN","<p>Rails, Python, enterprise BI.</p>
","100","362","1","","","35","423"
"541","6656","2008-08-06 15:38:13","Nathan","2016-10-07 06:24:04","http://www.thefreakparade.com","Santa Rosa, CA","I am made mostly of tinfoil, and yet...and yet I know how much I mean to you, and I accept that in myself, in the tinfoil pocket where my heart sloshes back and forth as I walk. If you have ever felt like you were committing murder when you cracked an egg for your breakfast, please realize the embryonic chicken was dead long ago. If chicken fetuses could survive refrigeration, why would their mothers sit on them in order to make them hatch? Try to use some of the common sense god gave you and I think we'll all have a better day.","433","118","8","","","40","424"
"543","12723","2008-08-06 15:41:31","bpapa","2016-10-14 20:44:43","http://twitter.com/bpapa","United States","<p>iOS dev in NYC. In a past life, was a Java developer getting jiggy with Spring MVC.</p>

<p>Follow me on twitter - <a href=""http://twitter.com/bpapa"" rel=""nofollow"">@bpapa</a></p>
","1743","672","150","https://graph.facebook.com/547245455/picture?type=large","","37","425"
"544","5362","2008-08-06 15:58:13","Mike McMaster","2016-10-15 00:53:51","http://mikemcmaster.com","Los Angeles, CA","<p>Startin' up.</p>
","488","149","10","","","","426"
"547","2147","2008-08-06 16:09:22","mauriciopastrana","2009-05-02 17:02:53","http://www.mauriciopastrana.com","United States","Internet Guru. Last of a Dying Breed. Jah! Right.","218","109","0","","","34","427"
"548","1195","2008-08-06 16:19:07","Ramiro Berrelleza","2016-10-11 21:10:04","http://about.me/rberrelleza","San Francisco, CA","<p>Software Developer at Atlassian, member of the HipChat team. Specialized in Cloud Services, Virtual Appliances, messaging applications and web apis. Formerly of ElasticBox and Microsoft (go ServiceBus!)</p>

<p>Really interested in cloud computing, containers, IOT and Home Automation.</p>
","230","121","7","","","33","428"
"549","10172","2008-08-06 16:20:06","Josh Kodroff","2016-10-13 14:53:27","http://joshkodroff.com","Philadelphia, PA","<p>Senior Engineer at eMoney Advisor.</p>

<p>Work stuff I know how to do: agile development, C#, ASP.NET MVC, Domain Driven Design, NServiceBus, CQRS, The JavaScripts, continuous integration, automated deployment</p>

<p>Work stuff I want to know how to do better: functional programming, more JavaScripts, better devops, event sourcing</p>

<p>Outside-of-work interests include: making music (bass and guitar), cooking noms, general lulz</p>
","1099","1551","47","","","38","429"
"550","3234","2008-08-06 16:22:46","Juan","2016-10-15 17:57:07","http://www.linkedin.com/in/juancivile","Buenos Aires, Argentina","<p>Student of Software Engineering.</p>

<p>Developer at Monits, a software factory in Argentina.</p>
","194","447","17","","","26","430"
"551","855","2008-08-06 16:24:59","Dylan Bennett","2016-10-11 17:02:03","http://mboffin.com","Oregon","There's nobody else like me. I checked.<br /><br />

secretGeek wrote: ""currently stack overflow suffers from too many great people ready to answer questions -- not enough 'unwashed masses' asking""<br /><br />

One unwashed mass at your service. I've got tons of unwashed questions.","174","16","1","","","37","431"
"552","163","2008-08-06 16:25:06","Angus","2016-08-11 21:03:48","","DFW","<p>Web development and Java consultant in DFW area.</p>
","19","121","1","https://i.stack.imgur.com/5QjbG.png","","","432"
"553","412","2008-08-06 16:26:02","Brad Choate","2015-02-12 15:44:10","http://bradchoate.com/","San Francisco, CA","","50","5","1","","","","433"
"555","3277","2008-08-06 16:43:59","Hunter","2016-10-12 00:19:46","http://www.hanchorllc.com","Santa Barbara, CA","<p>iOS developer of Vegas Mate and other apps.</p>
","592","101","27","","","37","434"
"556","5278","2008-08-06 16:48:23","deadprogrammer","2016-10-12 18:01:08","http://www.deadprogrammer.com","New York, NY","Web developer, blogger, content management specialist. 

Major switches in life: Soviet Union to the US, single to married, PC to Mac, ASP to PHP, Sharepoint to Drupal.

My blog is actually readable, people tell me. Go check it out at http://www.deadprogrammer.com","2002","451","93","","","40","435"
"557","911","2008-08-06 17:12:26","MattSayar","2016-10-14 23:02:26","http://mattsayar.com","Colorado Springs, CO","<p>Junior Software Dev for a large engineering company <br>
I've been programming professionally since I was a senior in high school, <a href=""http://www.codinghorror.com/blog/archives/000051.html"" rel=""nofollow"">I suck at it</a>, and I want to do better.</p>
","272","248","1","","","","436"
"560","3215","2008-08-06 17:55:23","Jeremy Privett","2016-10-15 14:11:30","http://www.jeremyprivett.com","United States","<p>Educator. Community Organizer. Consultant.</p>

<p>I teach Mid- and Senior-level Developers how to be more effective.</p>

<p>I teach development teams how to be more efficient and focus on the right things.</p>

<p><a href=""http://www.jeremyprivett.com"" rel=""nofollow"">http://www.jeremyprivett.com</a></p>
","184","45","44","","","29","437"
"563","3010","2008-08-06 18:24:06","Yann Trevin","2016-10-13 10:16:13","http://www.interfacingreality.blogspot.com","Luxembourg City, Luxembourg","<p>Corporate software engineer working as .NET developer in the research center of a large tire manufacturing company.</p>

<p>Contributor to the <a href=""http://gallio.org"" rel=""nofollow"">Gallio</a> OSS project and Core Team Member since 2009.<br>
<a href=""http://gallio.org"" rel=""nofollow""><img src=""http://gallio.org/images/EchoLink100.png"" alt=""Gallio""></a></p>
","270","515","7","","","41","438"
"564","11","2008-08-06 18:30:28","dev-andrey","2016-10-14 20:03:34","","United States","","23","1","0","","","32","439"
"565","1448","2008-08-06 18:51:58","Cade","2016-10-14 15:20:26","http://www.google.com","United States","Application Developer","146","53","4","","","32","440"
"567","4510","2008-08-06 19:14:16","Tanerax","2016-10-12 22:37:02","http://tanerax.com/","Canada","<p>Been developing using various languages for the last 15+ years. QBasic, C/C++, Visual Basic, C#, Java, Python, ColdFusion, Javascript, Ruby...</p>
","178","23","0","","","34","441"
"568","3833","2008-08-06 19:50:58","David McGraw","2016-10-15 19:57:02","http://moonlitsolutions.com","Wichita, KS","<p>Founder. iOS Developer. U.S. Marine. Investor. Runner. Motivator. Always hungry, curious, and ready to help. How can I help you?</p>

<p>Find me on Twitter <a href=""http://twitter.com/xmcgraw"" rel=""nofollow"">@xmcgraw</a></p>
","507","203","32","","","34","442"
"570","11","2008-08-06 20:13:45","Ghirai","2009-10-29 14:23:41","http://nodereality.com","","","91","0","0","","","","443"
"571","15197","2008-08-06 20:19:59","Lance Fisher","2016-10-16 03:14:54","","Missoula, MT","<ul>
<li>Missoula .NET Users Group Founder</li>
<li>Father</li>
<li>Husband</li>
<li>Ultra runner
<li>Believer</li>
<li>Snowboarder</li>
<li>Math Geek</li>
<li>Learning Russian</li>
<li>Learning Spanish</li>
</ul>
","1390","2455","49","","","37","444"
"572","58170","2008-08-06 20:56:54","Thomas Owens","2016-10-16 01:00:32","http://thomasjowens.com/","Cambridge, MA, United States","<p>I'm a software engineer with experience across the software development lifecycle. My interests include technology, the social sciences (primarily psychology and sociology), productivity, and the intersection of these things. My CV is available on <a href=""http://careers.stackoverflow.com/thomasjowens"">Stack Overflow Careers</a> and <a href=""http://www.linkedin.com/in/thomasjowens"" rel=""nofollow"">LinkedIn</a>. I'm also a runner, a hobbyist photographer, an avid reader, and a casual gamer.</p>

<p><a href=""https://www.paypal.me/ThomasJOwens"" rel=""nofollow""><img src=""http://i.stack.imgur.com/qK1sc.gif"" alt=""Donate via PayPal""></a> <a href=""https://amzn.com/w/3IJE9HCMA6LBN"" rel=""nofollow""><img src=""http://thomasjowens.com/wp-content/uploads/2015/11/Amazon_Wishlist.png"" alt=""Amazon Wishlist""></a></p>
","12096","2930","201","https://i.stack.imgur.com/Cc7mM.jpg?s=128&g=1","","28","445"
"573","28946","2008-08-06 21:00:42","abyx","2016-10-14 17:42:13","http://codelord.net","Israel","<p>Happy hacker. Aspiring Craftsman.<br>
<br>
I'm Aviv Ben-Yosef.<br>
You can read my rants and ideas at <a href=""http://codelord.net"" rel=""nofollow"">my site</a> and <a href=""http://twitter.com/avivby"" rel=""nofollow"">on twitter</a>.</p>

<p>(#SOreadytohelp)</p>
","1751","2454","12","","","29","446"
"574","1084","2008-08-06 21:11:23","Jarin Udom","2015-02-10 19:26:18","http://robotmodehq.com","San Diego, CA","<p>Ruby on Rails / Adobe AIR / Adobe Flex developer specializing in eCommerce and digital media distribution.</p>
<p><a href=""http://twitter.com/jarin"">@jarin</a></p><p><a href=""http://facebook.com/jarin"">facebook</a></p>","153","132","7","","","36","447"
"575","679","2008-08-06 21:14:57","Joe Mahoney","2016-10-13 22:35:16","https://iterative.co.nz","","","90","78","10","","","","448"
"576","1716","2008-08-06 21:34:52","Eddie","2016-10-13 17:28:02","http://www.usdm.net","Corpus Christi, TX","<p>I am a web developer in south Texas primarily using C# .NET and PHP.</p>
","216","1389","2","https://i.stack.imgur.com/hUQc3.jpg?s=128&g=1","","34","449"
"577","5199","2008-08-06 21:36:25","Sam McAfee","2016-10-05 21:49:21","http://www.startuppatternsbook.com/get-help/","Oakland, CA","<p>I help entrepreneurs build and scale startup companies, find product-market fit, and improve software products and teams.</p>

<p>For fifteen years I have helped technology product teams to be successful and deliver meaningfully for the business. I have long been an active member of the Agile, Lean Startup and Kanban communities in the Bay Area.</p>

<p>Find out more -> <a href=""http://www.startuppatternsbook.com/"" rel=""nofollow"">http://startuppatternsbook.com</a></p>
","686","216","5","","","41","450"
"578","2602","2008-08-06 22:07:45","axk","2016-10-15 09:18:10","","Minsk, Belarus","","548","986","27","","","31","451"
"580","11957","2008-08-06 22:30:28","Brian Leahy","2013-01-30 19:24:15","","Arizona","I'm a .net developer working in wpf and silverlight primarily.","846","181","101","","","40","453"
"581","4211","2008-08-06 22:42:01","JeremiahClark","2009-10-15 14:04:45","http://blogs.msdn.com/miah","Maryland","I work as a .NET Development Consultant for Microsoft in the DC Metro area.","94","23","10","","","39","454"
"582","120154","2008-08-06 22:43:52","Kevin Ballard","2016-10-14 19:28:49","http://kevin.sb.org","San Francisco, CA","iPhone programmer in San Francisco.","5637","681","124","","","31","455"
"584","998","2008-08-06 23:46:37","Eltariel","2016-01-07 13:03:47","http://eltariel.com","Newcastle, Australia","<p>I am me. That is all for now.</p>
","126","130","8","","","33","456"
"586","3287","2008-08-07 00:14:14","jlleblanc","2016-10-12 15:01:13","http://www.jlleblanc.com","Austin, TX","<p>I program mainly in JavaScript and PHP; finding myself increasingly working with Ruby. I'm also interested in schemaless databases (CouchDB, Mongo, etc...). When I'm not at Meetups in Austin, I'm coding for <a href=""http://bigcommerce.com"" rel=""nofollow"">Bigcommerce</a> and <a href=""http://www.lynda.com/JosephLeBlanc"" rel=""nofollow"">authoring videos</a> for Lynda.com.</p>
","463","233","6","","","","458"
"588","7998","2008-08-07 00:22:53","Kieron","2016-05-06 11:09:43","","Australia","Senior Software Engineer in Melbourne, Australia.","235","58","3","","","38","459"
"590","2266","2008-08-07 00:24:39","Kevin Sheffield","2012-06-13 15:56:31","http://www.ksheffield.com","Virginia","Young guy trying to learn","355","68","13","","","33","460"
"592","17674","2008-08-07 00:51:32","saschabeaumont","2016-09-13 20:32:05","http://www.bing.com","Bellevue, WA, United States","<p>Former professional install ninja, still helping out folks on StackOverflow where I can.</p>

<p>Currently working on cloud platform infrastructure/capacity for bing.com</p>
","1715","1508","179","","","33","461"
"598","39330","2008-08-07 02:49:41","Haacked","2016-05-20 23:51:19","http://haacked.com/","United States","I Rock","8587","212","13","","","41","462"
"602","166","2008-08-07 05:07:46","David Yu","2015-07-28 01:20:22","","United States","Network Security","33","1","0","","","46","463"
"604","66","2008-08-07 05:58:55","swartzrock","2016-10-07 05:10:41","","United States","","44","2","0","","","","464"
"605","538","2008-08-07 09:30:58","winsql","2015-11-23 14:56:58","http://www.winsql.com","United Kingdom","I live in London, England with my partner and lots of computers.  I am a solutions architect and senior lead developer, and responsible for the design and technical architecture of reliable, high-performance, high-availability, trusted and flexible solutions on the Microsoft Windows platform.
<br>
I'm interested in solution architecture, database design, coding standards, architecting and building .NET smart clients.  I also blog on Visual Studio and SQL Server topics - whatever I am thinking about or working on.
<br>
I like to cook, travel, listen music, watch movies and I am Stargate SG-1, Stargate Atlantis, Battlestar Galactica (2003) and Bones fanboy.  I know but it's only television!!","194","50","2","","","54","465"
"607","5330","2008-08-07 10:12:01","Anh Do","2016-10-13 10:52:27","http://anh.lv","HCMC, Ho Chi Minh City, Ho Chi Minh, Vietnam","<p>I made <a href=""http://getwritingkit.com"" rel=""nofollow"">Writing Kit text editor</a> for iOS.</p>
","449","1024","56","","","27","466"
"608","7846","2008-08-07 10:23:46","Andrew Peters","2014-04-17 22:44:52","http://twitter.com/anpete","Seattle, WA","<p>Microsoft employee working on EF Code First &amp; Migrations.</p>

<p>Creator of EF Power Tools, LightSpeed, NHaml, Inflector.NET, PowerShell Gadget &amp; VS File Explorer.</p>
","1022","49","28","","","","467"
"609","7623","2008-08-07 10:26:12","Justin Tanner","2016-10-15 22:44:55","http://jwtanner.com","Vancouver, BC, Canada","<p>Freelance computer programmer.</p>
","979","1178","50","","","36","468"
"611","21410","2008-08-07 10:43:39","OJ.","2016-10-15 11:25:24","http://buffered.io/","Australia","<p><a href=""http://about.me/ojreeves"" rel=""nofollow"">About me</a></p>
","3219","545","141","","","38","469"
"612","1023","2008-08-07 10:44:23","rossp","2014-10-07 04:51:07","http://www.rossp.org/","Australia","<p>I'm a consultant specialising in Microsoft Dynamics CRM. On the weekends I'm a casual Django web developer, home brewer, dad and DIY guy in Melbourne, Australia.</p>

<p>If you find my MS CRM answers useful and you want one-on-one help that is tailored to your business, you might want to hire us at <a href=""http://www.pa.com.au"" rel=""nofollow"">Professional Advantage</a> - where I'm a CRM specialist. We also do Microsoft SharePoint, ERP (AX &amp; GP), Wennsoft, Exchange, Cisco networks, and all sorts of other fun stuff.</p>

<p>That said, all answers and comments here are my own and do not represent the views of my employer: they don't influence or endorse anything I do or say online. It's just me, I'm afraid.</p>
","146","86","2","","","","470"
